job_id,job_link,last_processed_time,job_title,company,City,State,job_classification,job_keyword,seniority_level,seniority_level_keyword,title_id,keyword_id
2609,https://www.linkedin.com/jobs/view/data-engineer-iv-max-digital-data-engineering-at-acv-auctions-3762877414,2024-01-19 09:45:09.215838+0000,Data Engineer IV - Max Digital (Data Engineering),ACV Auctions,Buffalo,NY,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
2610,https://www.linkedin.com/jobs/view/senior-data-engineer-remote-at-mms-3782266106,2024-01-19 09:45:09.215838+0000,Senior Data Engineer (Remote),MMS,Nashville,TN,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
2611,https://www.linkedin.com/jobs/view/software-engineer-data-platform-at-lyft-3716407381,2024-01-19 09:45:09.215838+0000,"Software Engineer, Data Platform",Lyft,Seattle,WA,Software & Platform Engineering,Software Engineer,Mid-Level,unclassified,2,2
2612,https://www.linkedin.com/jobs/view/data-engineer-at-qinetiq-us-3799970634,2024-01-19 09:45:09.215838+0000,Data Engineer,QinetiQ US,Herndon,VA,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
2613,https://www.linkedin.com/jobs/view/data-scientist-intern-at-getinge-3803391762,2024-01-19 09:45:09.215838+0000,Data Scientist Intern,Getinge,Wayne,NJ,Data Scientist,Data Scientist,Intern,Intern,10,16
2614,https://www.linkedin.com/jobs/view/senior-data-engineer-at-lhh-3797520675,2024-01-19 09:45:09.215838+0000,Senior Data Engineer,LHH,Jacksonville,FL,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
2615,https://www.linkedin.com/jobs/view/senior-lead-data-engineer-at-jobs-for-humanity-3804057282,2024-01-19 09:45:09.215838+0000,Senior Lead Data Engineer,Jobs for Humanity,Portland,ME,Data Engineer,Lead Data Engineer,Lead,Lead,4,4
2616,https://www.linkedin.com/jobs/view/senior-data-engineer-remote-at-mms-3782262499,2024-01-19 09:45:09.215838+0000,Senior Data Engineer (Remote),MMS,Charleston,SC,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
2617,https://www.linkedin.com/jobs/view/senior-data-engineer-at-cvs-health-3777366845,2024-01-19 09:45:09.215838+0000,Senior Data Engineer,CVS Health,Hartford,CT,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
2618,https://www.linkedin.com/jobs/view/senior-oracle-database-engineer-requires-active-secret-security-clearance-at-teksystems-3796797598,2024-01-19 09:45:09.215838+0000,Senior Oracle Database Engineer (Requires ACTIVE Secret Security Clearance),TEKsystems,Kansas City,MO,Database Engineer / Administrator,Oracle Database Engineer,Senior-Level,Senior,9,92
2619,https://www.linkedin.com/jobs/view/python-data-engineer-at-logic20-20-inc-3789085808,2024-01-19 09:45:09.215838+0000,Python Data Engineer,"Logic20/20, Inc.",Oakland,CA,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
2620,https://www.linkedin.com/jobs/view/gas-supply-senior-planner-and-data-analyst-hybrid-at-ppl-corporation-3779017593,2024-01-19 09:45:09.215838+0000,Gas Supply Senior Planner and Data Analyst (hybrid),PPL Corporation,Providence,RI,Data Analyst,Data Analyst,Senior-Level,Senior,6,9
2621,https://www.linkedin.com/jobs/view/senior-data-scientist-at-scaled-agile-inc-3790690606,2024-01-19 09:45:09.215838+0000,Senior Data Scientist,"Scaled Agile, Inc.",Boulder,CO,Data Scientist,Data Scientist,Senior-Level,Senior,10,16
2622,https://www.linkedin.com/jobs/view/data-entry-specialist-at-insight-global-3784004232,2024-01-19 09:45:09.215838+0000,Data Entry Specialist,Insight Global,Johnston,RI,Data Specialist,Data Entry Specialist,Senior-Level,Specialist,13,33
2623,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-selby-jennings-3797680343,2024-01-19 09:45:09.215838+0000,Machine Learning Engineer,Selby Jennings,Austin,TX,Machine Learning Engineer,Machine Learning Engineer,Entry-Level / Junior,unclassified,1,1
2624,https://www.linkedin.com/jobs/view/datacenter-technician-at-ejamerica-3802198728,2024-01-19 09:45:09.215838+0000,Datacenter Technician,eJAmerica,Ballston Spa,NY,Cloud & Infrastructure Engineering,Datacenter Technician,Entry-Level / Junior,unclassified,14,67
2625,https://www.linkedin.com/jobs/view/data-engineer-at-liberty-personnel-services-inc-3798834335,2024-01-19 09:45:09.215838+0000,Data Engineer,"Liberty Personnel Services, Inc.",King of Prussia,PA,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
2626,https://www.linkedin.com/jobs/view/enterprise-data-architect-at-vir-consultant-llc-3793674756,2024-01-19 09:45:09.215838+0000,Enterprise Data Architect,VIR Consultant LLC,Louisville,KY,Data Architect,Enterprise Data Architect,Senior-Level,unclassified,11,62
2627,https://www.linkedin.com/jobs/view/senior-data-systems-developer-%E2%80%93-epic-certification-required-tapestry-clarity-at-kelsey-seybold-clinic-3756387677,2024-01-19 09:45:09.215838+0000,"Senior Data Systems Developer – (Epic Certification required Tapestry, Clarity)",Kelsey-Seybold Clinic,Pearland,TX,Software & Platform Engineering,Systems Developer,Senior-Level,Senior,2,93
2628,https://www.linkedin.com/jobs/view/senior-staff-data-engineer-at-hireio-inc-3754851535,2024-01-19 09:45:09.215838+0000,Senior/Staff Data Engineer,"HireIO, Inc.",Seattle,WA,Data Engineer,Data Engineer,Principal / Staff-Level,Staff,4,14
2629,https://www.linkedin.com/jobs/view/data-architect-at-agile-staffing-groups-3742824005,2024-01-19 09:45:09.215838+0000,Data Architect,Agile Staffing Groups,Ann Arbor,MI,Data Architect,Data Architect,Senior-Level,unclassified,11,30
2630,https://www.linkedin.com/jobs/view/senior-data-engineer-python-aws-at-jobot-3804048307,2024-01-19 09:45:09.215838+0000,Senior Data Engineer (Python / AWS),Jobot,Charlotte,NC,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
2631,https://www.linkedin.com/jobs/view/senior-data-analyst-product-team-bangkok-based-relocation-provided-at-agoda-3750111537,2024-01-19 09:45:09.215838+0000,"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)",Agoda,Austin,TX,Data Analyst,Data Analyst,Senior-Level,Senior,6,9
2632,https://www.linkedin.com/jobs/view/data-architect-at-powersolv-inc-3693939168,2024-01-19 09:45:09.215838+0000,Data Architect,"Powersolv, Inc.",Jackson,MS,Data Architect,Data Architect,Senior-Level,unclassified,11,30
2633,https://www.linkedin.com/jobs/view/data-engineer-free-library-of-philadelphia-at-city-of-philadelphia-3751615924,2024-01-19 09:45:09.215838+0000,Data Engineer (Free Library of Philadelphia),City of Philadelphia,Philadelphia,PA,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
2634,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-tiger-analytics-3646115286,2024-01-19 09:45:09.215838+0000,Machine Learning Engineer,Tiger Analytics,Seattle,WA,Machine Learning Engineer,Machine Learning Engineer,Entry-Level / Junior,unclassified,1,1
2635,https://www.linkedin.com/jobs/view/senior-data-engineer-public-company-at-recruiting-from-scratch-3744395720,2024-01-19 09:45:09.215838+0000,"Senior Data Engineer, Public Company",Recruiting from Scratch,Hudson,NH,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
2636,https://www.linkedin.com/jobs/view/software-data-engineer-java-at-jobs-for-humanity-3797114173,2024-01-19 09:45:09.215838+0000,"Software Data Engineer, Java",Jobs for Humanity,Worcester,MA,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
2637,https://www.linkedin.com/jobs/view/java-big-data-sre-engineer-at-the-dignify-solutions-llc-3768004890,2024-01-19 09:45:09.215838+0000,Java; Big Data; SRE Engineer,"The Dignify Solutions, LLC",St Paul,MN,Cloud & Infrastructure Engineering,Sre,Senior-Level,Sre,14,94
2638,https://www.linkedin.com/jobs/view/sr-database-engineer-at-curaleaf-3779300237,2024-01-19 09:45:09.215838+0000,Sr. Database Engineer,Curaleaf,Las Vegas,NV,Database Engineer / Administrator,Database,Senior-Level,Sr,9,11
2639,https://www.linkedin.com/jobs/view/senior-data-engineer-at-jobot-3804049539,2024-01-19 09:45:09.215838+0000,Senior Data Engineer,Jobot,Universal City,CA,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
2640,https://www.linkedin.com/jobs/view/data-engineer-aws-python-apache-spark-jenkins-terraform-sql-agile-at-diversity-nexus-3800557593,2024-01-19 09:45:09.215838+0000,"Data Engineer (AWS, Python, Apache Spark, Jenkins/Terraform, SQL, Agile)",Diversity Nexus,Granger,IA,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
2641,https://www.linkedin.com/jobs/view/senior-data-engineer-at-brmi-3803168880,2024-01-19 09:45:09.215838+0000,Senior Data Engineer,BRMi,Baltimore County,MD,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
2642,https://www.linkedin.com/jobs/view/aws-data-engineer-at-beyondsoft-3789318844,2024-01-19 09:45:09.215838+0000,AWS Data Engineer,Beyondsoft,Phoenix,AZ,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
2643,https://www.linkedin.com/jobs/view/senior-cloud-database-engineer-at-nice-3757568363,2024-01-19 09:45:09.215838+0000,Senior Cloud Database Engineer,NICE,Sandy,UT,Database Engineer / Administrator,Cloud Database,Senior-Level,Senior,9,85
2644,https://www.linkedin.com/jobs/view/principal-data-engineer-at-university-of-massachusetts-3805071703,2024-01-19 09:45:09.215838+0000,Principal Data Engineer,University of Massachusetts,Shrewsbury,MA,Data Engineer,Data Engineer,Principal / Staff-Level,Principal,4,14
2645,https://www.linkedin.com/jobs/view/data-engineer-at-everest-consultants-inc-3798619033,2024-01-19 09:45:09.215838+0000,Data Engineer,"Everest Consultants, Inc.",New York,NY,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
2646,https://www.linkedin.com/jobs/view/data-engineer-llm-at-genentech-3772239502,2024-01-19 09:45:09.215838+0000,"Data Engineer, LLM",Genentech,New York,NY,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
2647,https://www.linkedin.com/jobs/view/data-engineer-2-at-cook-medical-3526207414,2024-01-19 09:45:09.215838+0000,Data Engineer 2,Cook Medical,Bloomington,IN,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
2648,https://www.linkedin.com/jobs/view/mongodb-database-engineer-at-workcog-inc-3764528080,2024-01-19 09:45:09.215838+0000,MongoDB Database Engineer,Workcog Inc,Charlotte,NC,Database Engineer / Administrator,Database,Entry-Level / Junior,unclassified,9,11
2649,https://www.linkedin.com/jobs/view/sr-data-analyst-quality-1-at-memorial-hermann-health-system-3749202774,2024-01-19 09:45:09.215838+0000,Sr Data Analyst - Quality-1,Memorial Hermann Health System,Houston,TX,Data Analyst,Data Analyst,Senior-Level,Sr,6,9
2650,https://www.linkedin.com/jobs/view/jr-data-engineer-at-princeton-it-services-inc-3793657609,2024-01-19 09:45:09.215838+0000,jr Data Engineer,"Princeton IT Services, Inc",Raleigh,NC,Data Engineer,Data Engineer,Entry-Level / Junior,Jr,4,14
2651,https://www.linkedin.com/jobs/view/data-engineer-at-the-dignify-solutions-llc-3768014160,2024-01-19 09:45:09.215838+0000,Data Engineer,"The Dignify Solutions, LLC",Bellevue,WA,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
2652,https://www.linkedin.com/jobs/view/sr-data-engineer-at-vaco-3799955109,2024-01-19 09:45:09.215838+0000,Sr. Data Engineer,Vaco,Sandy Springs,GA,Data Engineer,Data Engineer,Senior-Level,Sr,4,14
2653,https://www.linkedin.com/jobs/view/data-engineer-ii-at-zurich-north-america-3766367313,2024-01-19 09:45:09.215838+0000,Data Engineer II,Zurich North America,Schaumburg,IL,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
2654,https://www.linkedin.com/jobs/view/database-engineer-bellevue-at-resulticks-3787754039,2024-01-19 09:45:09.215838+0000,Database Engineer - Bellevue,Resulticks,Bellevue,WA,Database Engineer / Administrator,Database,Entry-Level / Junior,unclassified,9,11
2655,https://www.linkedin.com/jobs/view/senior-data-engineer-remote-at-mms-3782250645,2024-01-19 09:45:09.215838+0000,Senior Data Engineer (Remote),MMS,Raleigh,NC,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
2656,https://www.linkedin.com/jobs/view/investment-data-analyst-at-mission-staffing-3805529948,2024-01-19 09:45:09.215838+0000,Investment Data Analyst,Mission Staffing,Stamford,CT,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
2657,https://www.linkedin.com/jobs/view/data-engineer-iv-at-randstad-digital-3798661676,2024-01-19 09:45:09.215838+0000,Data Engineer IV,Randstad Digital,Charlotte,NC,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
2658,https://www.linkedin.com/jobs/view/senior-big-data-engineer-at-wise-skulls-3793677662,2024-01-19 09:45:09.215838+0000,Senior Big Data Engineer,Wise Skulls,Collegeville,PA,Data Engineer,Big Data Engineer,Senior-Level,Senior,4,39
2659,https://www.linkedin.com/jobs/view/associate-senior-data-analyst-and-reporting-specialist-at-eurofins-3804398234,2024-01-19 09:45:09.215838+0000,Associate Senior Data Analyst and Reporting Specialist,Eurofins,Plymouth,MN,Data Analyst,Data Analyst,Senior-Level,Senior,6,9
2660,https://www.linkedin.com/jobs/view/decision-support-data-analyst-at-ppa-tour-3804392388,2024-01-19 09:45:09.215838+0000,Decision Support Data Analyst,PPA Tour,Dallas,TX,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
2661,https://www.linkedin.com/jobs/view/it-database-developer-iii-at-psrtek-3779181475,2024-01-19 09:45:09.215838+0000,IT Database Developer III,PSRTEK,Pittsburgh,PA,Database Engineer / Administrator,Database,Entry-Level / Junior,unclassified,9,11
2662,https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-at-jobs-for-humanity-3804056419,2024-01-19 09:45:09.215838+0000,Senior Machine Learning Engineer,Jobs for Humanity,Hartford,CT,Machine Learning Engineer,Machine Learning Engineer,Senior-Level,Senior,1,1
2663,https://www.linkedin.com/jobs/view/data-software-engineer-at-jobs-for-humanity-3797109947,2024-01-19 09:45:09.215838+0000,Data Software Engineer,Jobs for Humanity,Hartford,CT,Software & Platform Engineering,Software Engineer,Mid-Level,unclassified,2,2
2664,https://www.linkedin.com/jobs/view/sr-data-engineer-at-experfy-3590328379,2024-01-19 09:45:09.215838+0000,Sr. Data Engineer,Experfy,Austin,TX,Data Engineer,Data Engineer,Senior-Level,Sr,4,14
2665,https://www.linkedin.com/jobs/view/senior-lead-data-engineer-at-jobs-for-humanity-3804055458,2024-01-19 09:45:09.215838+0000,Senior Lead Data Engineer,Jobs for Humanity,Taunton,MA,Data Engineer,Lead Data Engineer,Lead,Lead,4,4
2666,https://www.linkedin.com/jobs/view/data-engineer-iii-at-winmax-3800262734,2024-01-19 09:45:09.215838+0000,Data Engineer III,WinMax,Cupertino,CA,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
2667,https://www.linkedin.com/jobs/view/data-analyst-at-logic20-20-inc-3804390890,2024-01-19 09:45:09.215838+0000,Data Analyst,"Logic20/20, Inc.",Dallas,TX,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
2668,https://www.linkedin.com/jobs/view/metadata-specialist-at-yale-university-3689139348,2024-01-19 09:45:09.215838+0000,Metadata Specialist,Yale University,New Haven,CT,Data Specialist,Data Specialist,Senior-Level,Specialist,13,29
2669,https://www.linkedin.com/jobs/view/business-data-analyst-i-839950-at-the-judge-group-3729745786,2024-01-19 09:45:09.215838+0000,Business Data Analyst - I (839950),The Judge Group,Richmond,VA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
2670,https://www.linkedin.com/jobs/view/ediscovery-data-analyst-at-kellton-3759969838,2024-01-19 09:45:09.215838+0000,eDiscovery Data Analyst,Kellton,Boston,MA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
2671,https://www.linkedin.com/jobs/view/medicaid-birth-data-analyst-at-oklahoma-state-department-of-health-3790184090,2024-01-19 09:45:09.215838+0000,Medicaid Birth Data Analyst,Oklahoma State Department of Health,Oklahoma County,OK,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
2672,https://www.linkedin.com/jobs/view/principal-database-engineer-iv-admin-ts-sci-poly-with-security-clearance-at-clearancejobs-3682261820,2024-01-19 09:45:09.215838+0000,Principal Database Engineer IV/Admin-TS/SCI-poly with Security Clearance,ClearanceJobs,Richardson,TX,Database Engineer / Administrator,Database,Principal / Staff-Level,Principal,9,11
2673,https://www.linkedin.com/jobs/view/data-privacy-security-attorney-at-latitude-legal-3771237172,2024-01-19 09:45:09.215838+0000,Data Privacy & Security Attorney,Latitude Legal,Dallas,TX,Data Governance & Security,Data Privacy,Entry-Level / Junior,unclassified,8,21
2674,https://www.linkedin.com/jobs/view/staff-machine-learning-engineer-series-a-at-recruiting-from-scratch-3744398414,2024-01-19 09:45:09.215838+0000,"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,Madison,WI,Machine Learning Engineer,Machine Learning Engineer,Principal / Staff-Level,Staff,1,1
2675,https://www.linkedin.com/jobs/view/senior-development-data-analyst-development-specialist-ii-at-city-of-kansas-city-mo-3800994595,2024-01-19 09:45:09.215838+0000,Senior Development Data Analyst (Development Specialist II),"City of Kansas City, MO",Kansas City,MO,Data Analyst,Data Analyst,Senior-Level,Senior,6,9
2676,https://www.linkedin.com/jobs/view/data-analyst-bangkok-based-relocation-provided-at-agoda-3750110781,2024-01-19 09:45:09.215838+0000,"Data Analyst (Bangkok Based, relocation provided)",Agoda,Atlanta,GA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
2677,https://www.linkedin.com/jobs/view/senior-data-engineer-client-solutions-at-jarvis-consulting-group-3791827044,2024-01-19 09:45:09.215838+0000,Senior Data Engineer (Client Solutions),Jarvis Consulting Group,Ontario,CA,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
2678,https://www.linkedin.com/jobs/view/investor-relations-associate-data-analyst-at-mission-staffing-3805529912,2024-01-19 09:45:09.215838+0000,Investor Relations Associate (Data Analyst),Mission Staffing,Stamford,CT,Data Analyst,Data Analyst,Entry-Level / Junior,Associate,6,9
2679,https://www.linkedin.com/jobs/view/data-analyst-product-at-tommy-john-3804394061,2024-01-19 09:45:09.215838+0000,"Data Analyst, Product",Tommy John,New York,NY,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
2680,https://www.linkedin.com/jobs/view/data-analyst-at-people-tech-group-inc-3788334028,2024-01-19 09:45:09.215838+0000,Data Analyst,People Tech Group Inc,Redmond,WA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
2681,https://www.linkedin.com/jobs/view/bsa-aml-officer-at-mercury-3761190600,2024-01-19 09:45:09.215838+0000,BSA/AML Officer,Mercury,Portland,OR,Risk & Compliance Analytics,Bsa,Entry-Level / Junior,unclassified,5,28
2682,https://www.linkedin.com/jobs/view/business-data-analyst-1-at-dice-3805521207,2024-01-19 09:45:09.215838+0000,Business/Data Analyst - 1,Dice,San Francisco,CA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
2683,https://www.linkedin.com/jobs/view/talent-acquisition-data-analyst-at-snap-inc-3792196820,2024-01-19 09:45:09.215838+0000,Talent Acquisition Data Analyst,Snap Inc.,San Francisco,CA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
2684,https://www.linkedin.com/jobs/view/data-analyst-at-kennesaw-state-university-3783679133,2024-01-19 09:45:09.215838+0000,Data Analyst,Kennesaw State University,Kennesaw,GA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
2685,https://www.linkedin.com/jobs/view/data-analyst-bangkok-based-relocation-provided-at-agoda-3750113069,2024-01-19 09:45:09.215838+0000,"Data Analyst (Bangkok Based, relocation provided)",Agoda,San Diego,CA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
2686,https://www.linkedin.com/jobs/view/enterprise-risk-management-data-specialist-at-children-s-health-3792826369,2024-01-19 09:45:09.215838+0000,Enterprise Risk Management Data Specialist,Children's Health,Dallas,TX,Data Specialist,Data Specialist,Senior-Level,Specialist,13,29
2687,https://www.linkedin.com/jobs/view/data-specialist-2-at-st-luke-s-health-system-3784982389,2024-01-19 09:45:09.215838+0000,Data Specialist 2,St. Luke's Health System,Boise,ID,Data Specialist,Data Specialist,Senior-Level,Specialist,13,29
2688,https://www.linkedin.com/jobs/view/junior-data-engineer-at-ggg-demolition-inc-3804608935,2024-01-19 09:45:09.215838+0000,Junior Data Engineer,"GGG Demolition, Inc.",Los Angeles,CA,Data Engineer,Data Engineer,Entry-Level / Junior,Junior,4,14
2689,https://www.linkedin.com/jobs/view/data-analyst-i-at-tarzana-treatment-centers-3645045417,2024-01-19 09:45:09.215838+0000,Data Analyst I,Tarzana Treatment Centers,Los Angeles,CA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
2690,https://www.linkedin.com/jobs/view/principal-data-consultant-at-sourced-group-an-amdocs-company-3794954832,2024-01-19 09:45:09.215838+0000,Principal Data Consultant,Sourced Group an Amdocs Company,Seattle,WA,Data Specialist,Data Consultant,Principal / Staff-Level,Principal,13,70
2691,https://www.linkedin.com/jobs/view/sr-data-analyst-at-florida-health-care-plans-3731006653,2024-01-19 09:45:09.215838+0000,Sr. Data Analyst,Florida Health Care Plans,Daytona Beach,FL,Data Analyst,Data Analyst,Senior-Level,Sr,6,9
2692,https://www.linkedin.com/jobs/view/senior-data-scientist-at-adp-3780304090,2024-01-19 09:45:09.215838+0000,Senior Data Scientist,ADP,Roseland,NJ,Data Scientist,Data Scientist,Senior-Level,Senior,10,16
2693,https://www.linkedin.com/jobs/view/junior-data-engineer-sql-azure-data-factory-powerapps-c%23-at-waferwire-cloud-technologies-3799368074,2024-01-19 09:45:09.215838+0000,"Junior Data Engineer (SQL, Azure Data Factory, PowerApps, C#)",WaferWire Cloud Technologies,Redmond,WA,Data Engineer,Data Engineer,Entry-Level / Junior,Junior,4,14
2694,https://www.linkedin.com/jobs/view/data-engineer-at-profocus-technology-3786725729,2024-01-19 09:45:09.215838+0000,Data Engineer,ProFocus Technology,Beaverton,OR,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
2695,https://www.linkedin.com/jobs/view/data-engineer-at-collabera-3804328243,2024-01-19 09:45:09.215838+0000,Data Engineer,Collabera,North Reading,MA,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
2696,https://www.linkedin.com/jobs/view/lead-data-engineer-at-onward-search-3803108384,2024-01-19 09:45:09.215838+0000,Lead Data Engineer,Onward Search,Woonsocket,RI,Data Engineer,Lead Data Engineer,Lead,Lead,4,4
2697,https://www.linkedin.com/jobs/view/junior-data-engineer-at-bridgeton-research-group-llc-3761064348,2024-01-19 09:45:09.215838+0000,Junior Data Engineer,Bridgeton Research Group LLC,Westport,CT,Data Engineer,Data Engineer,Entry-Level / Junior,Junior,4,14
2698,https://www.linkedin.com/jobs/view/director-ontology-and-data-modeling-at-jobs-for-humanity-3804058067,2024-01-19 09:45:09.215838+0000,"Director, Ontology and Data Modeling",Jobs for Humanity,Newark,NJ,Data Modeling & Warehousing,Data Modeling,Director / Executive,Director,3,20
2699,https://www.linkedin.com/jobs/view/senior-data-engineer-at-elder-research-3693043556,2024-01-19 09:45:09.215838+0000,Senior Data Engineer,Elder Research,Philadelphia,PA,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
2700,https://www.linkedin.com/jobs/view/data-engineer-at-motion-recruitment-3786551470,2024-01-19 09:45:09.215838+0000,Data Engineer,Motion Recruitment,Irving,TX,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
2701,https://www.linkedin.com/jobs/view/data-scientist-customer-service-at-textron-aviation-3800471525,2024-01-19 09:45:09.215838+0000,Data Scientist - Customer Service,Textron Aviation,Wichita,KS,Data Scientist,Data Scientist,Mid-Level,unclassified,10,16
2702,https://www.linkedin.com/jobs/view/senior-ms-sql-database-developer-at-vrk-it-vision-inc-3712303089,2024-01-19 09:45:09.215838+0000,Senior MS SQL Database Developer,VRK IT Vision Inc.,Oakland,CA,Database Engineer / Administrator,Database,Senior-Level,Senior,9,11
2703,https://www.linkedin.com/jobs/view/sr-data-engineer-at-the-walt-disney-company-3789912534,2024-01-19 09:45:09.215838+0000,Sr Data Engineer,The Walt Disney Company,Santa Monica,CA,Data Engineer,Data Engineer,Senior-Level,Sr,4,14
2704,https://www.linkedin.com/jobs/view/2024-milb-data-operations-seasonal-at-major-league-baseball-mlb-3760356571,2024-01-19 09:45:09.215838+0000,2024 MiLB Data Operations (Seasonal),Major League Baseball (MLB),Durham,NC,Data Operations & Management,Data Operations,Entry-Level / Junior,unclassified,12,22
2705,https://www.linkedin.com/jobs/view/engineer-iii-test-data-manager-at-infowave-systems-inc-3802698331,2024-01-19 09:45:09.215838+0000,Engineer III - Test Data Manager,"Infowave Systems, Inc",Rancho Cucamonga,CA,Data Operations & Management,Data Manager,Lead,Manager,12,23
2706,https://www.linkedin.com/jobs/view/sr-data-engineer-at-experfy-3590325748,2024-01-19 09:45:09.215838+0000,Sr. Data Engineer,Experfy,San Diego,CA,Data Engineer,Data Engineer,Senior-Level,Sr,4,14
2707,https://www.linkedin.com/jobs/view/software-engineer-%E2%80%93-database-at-intellectt-inc-3732620857,2024-01-19 09:45:09.215838+0000,Software Engineer – Database,Intellectt Inc,Irvine,CA,Database Engineer / Administrator,Database,Entry-Level / Junior,unclassified,9,11
2708,https://www.linkedin.com/jobs/view/senior-software-engineer-data-management-linux-networks-at-lockheed-martin-3803522073,2024-01-19 09:45:09.215838+0000,"Senior Software Engineer: Data Management, Linux, Networks",Lockheed Martin,Andover,MA,Software & Platform Engineering,Software Engineer,Senior-Level,Senior,2,2
2709,https://www.linkedin.com/jobs/view/delphix-test-data-specialist-at-proticom-3742129069,2024-01-19 09:45:09.215838+0000,Delphix Test Data Specialist,Proticom,Los Angeles,CA,Data Specialist,Data Specialist,Senior-Level,Specialist,13,29
2710,https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-ai-at-recruiting-from-scratch-3744397354,2024-01-19 09:45:09.215838+0000,Senior Machine Learning Engineer - AI,Recruiting from Scratch,Memphis,TN,Machine Learning Engineer,Machine Learning Engineer,Senior-Level,Senior,1,1
2711,https://www.linkedin.com/jobs/view/data-engineer-at-jobs-for-humanity-3804055641,2024-01-19 09:45:09.215838+0000,Data Engineer,Jobs for Humanity,Cambridge,MA,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
2712,https://www.linkedin.com/jobs/view/data-engineer-lead-bigdata-production-support-%40baskin-nj-day-1-onsite-hybrid-at-diverse-lynx-3764422679,2024-01-19 09:45:09.215838+0000,"Data Engineer Lead (Bigdata Production support)@Baskin, NJ (Day 1 onsite) - hybrid",Diverse Lynx,Baskin,LA,Data Engineer,Data Engineer,Lead,Lead,4,14
2713,https://www.linkedin.com/jobs/view/hybrid-work-need-data-engineer-iii-in-houston-tx-at-steneral-consulting-3722357058,2024-01-19 09:45:09.215838+0000,Hybrid Work - Need Data Engineer III in Houston TX,Steneral Consulting,Houston,TX,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
2714,https://www.linkedin.com/jobs/view/python-data-engineer-at-logic20-20-inc-3789086618,2024-01-19 09:45:09.215838+0000,Python Data Engineer,"Logic20/20, Inc.",Houston,TX,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
2715,https://www.linkedin.com/jobs/view/system-dataplane-software-engineer-at-enfabrica-3787789345,2024-01-19 09:45:09.215838+0000,System & Dataplane Software Engineer,Enfabrica,Mountain View,CA,Software & Platform Engineering,Software Engineer,Mid-Level,unclassified,2,2
